,adult,gender,id,known_for_department,name,original_name,popularity,profile_path,cast_id,character,credit_id,order
12,False,2.0,579974,Acting,Rajiv Kanakala,Rajiv Kanakala,4.188,/29Czs1esSU744TOe3ddDzCuCa0g.jpg,59.0,Venkat Avdhani,61b1e41ff29d66004272e879,12.0
13,False,2.0,579974,Acting,Rahul Ramakrishna,Rahul Ramakrishna,2.066,/jsRbEXcUgR8zniBb3UTGOqrtxV9.jpg,23.0,Lacchu,5da5ef70c9044c00135ab1cf,13.0
14,False,1.0,579974,Acting,Ahmareen Anjum,Ahmareen Anjum,2.576,/2tz69L0ECPKJl0eWDV6ABJHYjss.jpg,67.0,Loki,62358b7307528800459678a9,14.0
15,False,0.0,579974,Acting,Twinkle Sharma,Twinkle Sharma,0.6,,68.0,Malli,624061ba0f3655005ff2876d,15.0
16,False,0.0,579974,Acting,Varun Buddhadev,Varun Buddhadev,3.638,/u5TGHF81UZwCBuDrv7D3x3DPYuC.jpg,75.0,Young Alluri Sitarama Raju,628ad586209f1812c6364f1d,16.0
17,False,0.0,579974,Acting,Spandan Chaturvedi,Spandan Chaturvedi,0.6,,28.0,Young Sita,6062d0ff5c071b00549d936d,17.0
18,False,2.0,579974,Acting,R. Bhakti Klein,R. Bhakti Klein,2.73,/c3CJO2csOB8dmP5YzsfwwHBvJlo.jpg,20.0,DSP Philip Green,5da5ef1dd2b20900198b7aeb,18.0
19,False,2.0,579974,Acting,Mark Bennington,Mark Bennington,8.729,/kr1Nv0Q2cZEO4wVRFrUzdoXtM01.jpg,64.0,Cunningham,62358b42df2945004601fa3e,19.0
20,False,0.0,579974,Acting,Gaurav Pareek,Gaurav Pareek,0.6,,65.0,Guri,62358b50da10f0007646947b,20.0
21,False,2.0,579974,Acting,Alexx O'Nell,Alexx O'Nell,1.712,/bHMSI8fDQpVMjbdzu2trX6T9bgm.jpg,69.0,British officer,6240a78581a7fc00472e33ad,21.0
22,False,2.0,579974,Directing,S. S. Rajamouli,S. S. Rajamouli,7.548,/g7jXGAVT8T5vq81fO5JWDleDc75.jpg,74.0,Self,625c2adf3dd12600681b0327,22.0
23,False,0.0,579974,Acting,Kirron Arya,Kirron Arya,0.6,,77.0,Bheem's Mother,637bad7a336e01007fd36afe,23.0
24,False,0.0,579974,Acting,Akash Boro,Akash Boro,0.6,,78.0,Rama,637bad8731644b00c3791102,24.0
25,False,2.0,579974,Acting,Eduard Buhac,Eduard Buhac,0.6,,79.0,Jake,637badc631644b00cdff165a,25.0
26,False,2.0,579974,Acting,Narendra Singh Dhami,Narendra Singh Dhami,0.6,,80.0,Chinna,637badfeea426300dcac9b9c,26.0
27,False,2.0,579974,Acting,Oleg Karpenko,Oleg Karpenko,1.116,/lADLT65a6YaGbIfPrn8JjeY47Qz.jpg,81.0,Officer Harry,637bae797719d700b4e78ca7,27.0
28,False,0.0,579974,Acting,Ivan Kostadinov,Ivan Kostadinov,2.209,,82.0,British Army Soldier,637bae9dea4263009b1639b1,28.0
29,False,0.0,579974,Acting,Jason Yeboa,Jason Yeboa,0.6,,96.0,Drummer,63c1586e05a53300aecfa71e,29.0
30,False,2.0,579974,Acting,Andrew Lyon,Andrew Lyon,0.6,/lx4bnllbkVLiURz0n7PDloOXXT5.jpg,101.0,Extra at 2:04:11,646a4881f859580174082501,30.0
31,False,2.0,256040,Acting,Prabhas,Prabhas,4.003,/6naZ3oybdCtfggc5pTrcBDxOXrP.jpg,0.0,Amarendra Bāhubali / Mahendra Bāhubali 'Shivudu',530205d392514121922e159a,0.0
32,False,2.0,256040,Acting,Rana Daggubati,Rana Daggubati,2.031,/dCQE1CoWWc6RoXUTxOKjAXO8KDr.jpg,3.0,Bhallaladeva,5302061c92514121a7298c5c,1.0
33,False,1.0,256040,Acting,Tamannaah Bhatia,Tamannaah Bhatia,7.221,/t4WYoKiFAyO1Rhjv7O03EKmJHp4.jpg,2.0,Avanthika,53020605925141219b2809dc,2.0
34,False,1.0,256040,Acting,Anushka Shetty,Anushka Shetty,11.724,/zpe6Es8kdNOXuPdXiJvqxzsmN6z.jpg,1.0,Devasena,530205f4925141219b280905,3.0
35,False,1.0,256040,Acting,Ramya Krishnan,Ramya Krishnan,10.042,/7Ex7OHhtotLXOAza1VOcUplPb7O.jpg,6.0,Sivagami,5302065f92514121a42be1a4,4.0
36,False,2.0,256040,Acting,Nassar,Nassar,4.896,/ix6L5OdJ9eQMPW4MF4OkIdeOnlo.jpg,4.0,Bijjaladeva,5302063b92514121a42be0e8,5.0
37,False,2.0,256040,Acting,Sathyaraj,Sathyaraj,4.01,/lnlBZ7V3K3Z3OIsjCd0zkKx26L3.jpg,12.0,Kattappa,556ceeb2c3a3686a93000196,6.0
38,False,2.0,256040,Acting,Sudeep,Sudeep,4.526,/8c5TYgGwbkcQkvC3ZlTU41OfYBN.jpg,7.0,Aslam Khan,5302066b92514121922e4104,7.0
39,False,2.0,256040,Acting,Adivi Sesh,Adivi Sesh,5.625,/vWvU1qlpGGrCsdox0pAJ6Gns4Bp.jpg,9.0,Bhadra,530206a792514161a2029996,8.0
40,False,2.0,256040,Acting,Tanikella Bharani,Tanikella Bharani,3.973,/zRjr0F64Eznbliz1RvN9icj3Lq1.jpg,17.0,Swamiji,55ace04dc3a3682d63006127,9.0
41,False,2.0,256040,Acting,Prabhakar,Prabhakar,6.086,/82ZArziu8gJ1gVamzlcXjedeOFq.jpg,14.0,Kalakeya War Lord,55a18d95c3a3681cec001b7b,10.0
42,False,1.0,256040,Acting,Rohini,Rohini,7.672,/oeT5DXeqsTY17DtJLTGpQec91fr.jpg,31.0,Sanga,55f3bbf19251417473000775,11.0
43,False,0.0,256040,Acting,Rakesh Varre,Rakesh Varre,1.585,/erutHeuAaIMBJ2ILrnjQhInjgjp.jpg,32.0,Bhallaladeva's Soldier (uncredited),5710b58c925141322d002873,12.0
44,False,0.0,256040,Acting,Ramakrishna Meka,Ramakrishna Meka,1.4,,33.0,(uncredited),5710b5d29251416a56003cc5,13.0
45,False,2.0,256040,Directing,S. S. Rajamouli,S. S. Rajamouli,7.548,/g7jXGAVT8T5vq81fO5JWDleDc75.jpg,15.0,Spirit Seller (uncredited),55a1a089c3a3681cec001ce6,14.0
46,False,2.0,256040,Acting,Charandeep,Charandeep,4.187,/4EsTHao6KBfNvtl9p7OAuznIhHc.jpg,58.0,Brother of Kalakeya (uncredited),59685976c3a36879cb011490,15.0
47,False,1.0,256040,Acting,Scarlett Mellish Wilson,Scarlett Mellish Wilson,3.415,/a1prufsiFpkr0mpz03nsi9hMU6K.jpg,63.0,(uncredited),5af1083ec3a36837cc001f23,16.0
48,False,1.0,256040,Acting,Nora Fatehi,Nora Fatehi,8.04,/fa3aJZHc2ikfJTNctf5fQu8rO1s.jpg,65.0,(uncredited),5b78b80f0e0a26473601ca59,17.0
49,False,1.0,256040,Acting,Gabriela Bertante,Gabriela Bertante,1.109,/w82N7Ndf9qdJrm0DaqzkKzjxk4q.jpg,66.0,(uncredited),5c826c65c3a3684e92d83dcf,18.0
50,False,2.0,256040,Acting,Bharani Shankar,Bharani Shankar,2.744,,67.0,(uncredited),5d411bb434e1521fb8eb0667,19.0
51,False,1.0,256040,Acting,Kalpalatha,Kalpalatha,7.716,/j3sKWeC05kHdnpOmCgbv1XBaQt8.jpg,68.0,,60253ecaabf8e2003ea591e2,20.0
52,False,2.0,256040,Acting,John Kokken,John Kokken,27.281,/3dIc5cYnlzLYjaZYTOkrTIAg2D1.jpg,69.0,Kalki Brothers,6031c20b96e30b00422370a5,21.0
53,False,2.0,690957,Acting,Allu Arjun,Allu Arjun,7.437,/gAoo56sKx2u4jp3rtDiNeflBJAR.jpg,2.0,Pushpa Raj,5e8da0f0a314400012b6c944,0.0
54,False,2.0,690957,Acting,Fahadh Faasil,Fahadh Faasil,9.057,/wmkwZWFHqMptqdt4HacMIAe8OBP.jpg,19.0,Bhanwar Singh Shekhawat,605705fd6e3deb006ba5a177,1.0
55,False,1.0,690957,Acting,Rashmika Mandanna,Rashmika Mandanna,12.998,/oNdQeuoJk7kNjAHZd4vEcedC7yY.jpg,4.0,Srivalli,5e8da12287e63e00152b6c89,2.0
56,False,2.0,690957,Acting,Jagadeesh Prathap Bandari,Jagadeesh Prathap Bandari,0.6,/cntovFhpWby0XJdMszCJCTrLk2g.jpg,17.0,Kesava aka Mondelu,5f006e639dee580035d3197d,3.0
57,False,2.0,690957,Acting,Sunil Varma,Sunil Varma,2.406,/2ueRNLlbB8jaivO6yb7zfIlFhh7.jpg,20.0,Mangalam Srinu,6057062c47c9fb003e7394ca,4.0
58,False,2.0,690957,Acting,Rao Ramesh,Rao Ramesh,2.892,/jzO0wN21tEcmz0haekvliQU91JM.jpg,48.0,Bhumireddy Siddappa Naidu,61aa2ece1d31430067b6fc0c,5.0
59,False,2.0,690957,Acting,Dhananjay,Dhananjay,4.558,/iP416IUdOjeFSVLWKiYoGBvY2Fu.jpg,18.0,Jolly Reddy,5f859e018e2ba60035eb40df,6.0
60,False,1.0,690957,Acting,Anasuya Bharadwaj,Anasuya Bharadwaj,4.017,/adfyR0yHuTdj3sMiJQNDtBBXz9Q.jpg,9.0,Dakshayani,5e8da18b3434300015d59f16,7.0
61,False,2.0,690957,Acting,Ajay,Ajay,2.974,/b0B2AxhqKGs1hRl8xfqW7UKH15P.jpg,72.0,Pushpa's Half Brother #1,61c19c74bb10570041301004,8.0
62,False,2.0,690957,Acting,Ajay Ghosh,Ajay Ghosh,3.224,/bvexSjSRhZM8ke753Sq1oZf5pxY.jpg,49.0,Konda Reddy,61aa2ef54a52f8008e244893,9.0
63,False,2.0,690957,Acting,Shri Tej,Shri Tej,0.732,/y6dgQSfgby9axsePHsXnHRPHSH1.jpg,73.0,Pushpa's Half Brother #2,61c19c81db4ed60042b0f571,10.0
64,False,2.0,690957,Acting,Shatru,Shatru,3.436,/9VJhUHAh66pPsMUAgZ3Ik49lcRW.jpg,71.0,DSP Govindappa,61c19c60162bc30060bbb2b4,11.0
65,False,0.0,690957,Acting,Shanmukh,Shanmukh,0.6,,77.0,Jakka Reddy,61db535daf4324001e87799b,12.0
66,False,0.0,690957,Acting,Pavari,Pavari,0.6,,78.0,Pushpa's Niece,61db53dce19de900420dd55b,13.0
67,False,2.0,690957,Acting,Mime Gopi,Mime Gopi,3.342,/gglNAjJMlCb0p7ig3OVpgsXMkMD.jpg,74.0,Chennai Murugan,61c19c9e0102c90065a2b1d1,14.0
68,False,1.0,690957,Acting,Samantha Ruth Prabhu,Samantha Ruth Prabhu,7.128,/iGQ0AT1bNULlrJwSOGSRqLDSfGG.jpg,46.0,"Special appearance for ""Oo antava Oo antava"" song",619274b13e2ec800437a2047,15.0
69,False,2.0,690957,Acting,Raj Tirandasu,Raj Tirandasu,1.951,/dnuD0t8xpELhXs4tKZDRdsFureg.jpg,82.0,Mogilees,61db56374539d0001cafd3b2,16.0
70,False,1.0,690957,Acting,Kalpalatha,Kalpalatha,7.716,/j3sKWeC05kHdnpOmCgbv1XBaQt8.jpg,81.0,Parvatamma,61db55fa924ce50042f39ebf,17.0
71,False,2.0,690957,Acting,Brahmaji,Brahmaji,8.13,/xDTE7POq1bkyjLINxdy7rW4wQlg.jpg,75.0,SI Kupparaj,61c19cc71f98d1008ee056dc,18.0
72,False,0.0,690957,Acting,Malavika Wales,Malavika Wales,0.6,,76.0,Anu,61c19ce8bb1057004130104f,19.0
73,False,2.0,690957,Acting,Rajsekhar Aningi,Rajsekhar Aningi,2.72,/a9uICddTH892ZA4eMrOkDL4DJ7C.jpg,79.0,Subba Reddy,61db557025cd85001d8eafe9,20.0
74,False,2.0,690957,Acting,Dayanand Reddy,Dayanand Reddy,1.795,/8rP0hqbamgqPCVkjMhbXtydAYI4.jpg,80.0,Munirathnam,61db55a125cd85009d2e9a10,21.0
75,False,2.0,690957,Acting,Meesam Suresh,Meesam Suresh,2.091,/5sTaP4wTqf0uZ27fDttxvvQBjH6.jpg,44.0,,61888ec366a7c30064b6495b,22.0
76,False,0.0,690957,Acting,Master Dhruvan,Master Dhruvan,0.6,,86.0,Young Pushpa Raj,643e20c1c6006d0315806ea5,23.0
77,False,2.0,350312,Acting,Prabhas,Prabhas,4.003,/6naZ3oybdCtfggc5pTrcBDxOXrP.jpg,2.0,Amarendra Bāhubali / Mahendra Bāhubali 'Shivudu',55df3a2d925141280e00008a,0.0
78,False,2.0,350312,Acting,Rana Daggubati,Rana Daggubati,2.031,/dCQE1CoWWc6RoXUTxOKjAXO8KDr.jpg,5.0,Bhallaladeva,55df3a5c9251412811000071,1.0
79,False,2.0,350312,Acting,Sathyaraj,Sathyaraj,4.01,/lnlBZ7V3K3Z3OIsjCd0zkKx26L3.jpg,8.0,Kattappa,5661042bc3a36875e2005aaf,2.0
80,False,1.0,350312,Acting,Anushka Shetty,Anushka Shetty,11.724,/zpe6Es8kdNOXuPdXiJvqxzsmN6z.jpg,6.0,Devasena,55df3b2ac3a36834700000b4,3.0
81,False,2.0,350312,Acting,Nassar,Nassar,4.896,/ix6L5OdJ9eQMPW4MF4OkIdeOnlo.jpg,9.0,Bijjaladeva,5661044592514179040057d1,4.0
82,False,1.0,350312,Acting,Ramya Krishnan,Ramya Krishnan,10.042,/7Ex7OHhtotLXOAza1VOcUplPb7O.jpg,4.0,Sivagami,55df3a4c9251412816000077,5.0
83,False,2.0,350312,Acting,Subbaraju,Subbaraju,3.303,/upq4ba9D8GgejWkI5tRVzze2yZV.jpg,44.0,Kumara Varma,5903de3292514169fb002838,6.0
84,False,1.0,350312,Acting,Tamannaah Bhatia,Tamannaah Bhatia,7.221,/t4WYoKiFAyO1Rhjv7O03EKmJHp4.jpg,3.0,Avanthika,55df3a3dc3a36834760000a7,7.0
85,False,2.0,350312,Acting,Prudhviraj,Prudhviraj,1.166,/fF5zEdi65qeyClLhjIuCmT5LdFb.jpg,45.0,Official in Kunthala Kingdom,5909edc3c3a36843c8000c84,8.0
86,False,1.0,350312,Acting,Rohini,Rohini,7.672,/oeT5DXeqsTY17DtJLTGpQec91fr.jpg,10.0,Sanga,5661046bc3a36875f9005fba,9.0
87,False,1.0,350312,Acting,Ashrita Vemuganti,Ashrita Vemuganti,5.166,/2LXm1JzNNgJhDFPUYHdwnxi2DIO.jpg,50.0,(uncredited),5c5ba2500e0a261de5651bd3,10.0
88,False,2.0,350312,Acting,Tanikella Bharani,Tanikella Bharani,3.973,/zRjr0F64Eznbliz1RvN9icj3Lq1.jpg,51.0,Swami (voice) (uncredited),5c698ba6c3a3686fb6d75660,11.0
89,False,2.0,350312,Acting,Bharani Shankar,Bharani Shankar,2.744,,52.0,(uncredited),5d411b85b87aec03793c81d2,12.0
90,False,1.0,350312,Acting,Kalpalatha,Kalpalatha,7.716,/j3sKWeC05kHdnpOmCgbv1XBaQt8.jpg,53.0,,60253ee5dd2589003ebd4e6d,13.0
91,False,2.0,901277,Acting,Aadi Saikumar,Aadi Saikumar,11.349,/33fFiOUrsZcwjIz483Zruk6oFrA.jpg,1.0,Sanatan,619bb2cb35db45008b18980f,0.0
92,False,1.0,901277,Acting,Misha Narang,Misha Narang,4.996,/uF31Nab0WAtoipXuPYL4UKhr5rj.jpg,2.0,Sudiksha,619bb2d28de0ae00422dbcd8,1.0
93,False,2.0,901277,Acting,Ali Reza,Ali Reza,1.781,/uM0SWmf5KV8hpwVOLALZezgOLK6.jpg,3.0,Rudra,619bb2da5c071b00427f4f4e,2.0
94,False,2.0,901277,Acting,Bhupal Raju,Bhupal Raju,1.916,/2Umu3Mj1vPGeJiBPOxI698HZ42G.jpg,4.0,Sanjay Kumar,619bb2e25c071b00427f4f7b,3.0
95,False,1.0,901277,Acting,Nandini Rai,Nandini Rai,3.791,/4laXdg547yUKp9ZOIrUAVWWFnBJ.jpg,5.0,Divya,619bb2edbc2cb3004280493b,4.0
96,False,0.0,901277,Acting,Tarak Ponnappa,Tarak Ponnappa,2.234,,6.0,Vikram Chakravarthi,619bb2fb52dc7f0062b229cb,5.0
97,False,1.0,901277,Acting,Vasanthi Krishnan,Vasanthi Krishnan,0.6,/oxuU4hngvdLdnSNxq9eUnrNyiHs.jpg,12.0,Lasya,619bb63570b44400424b3138,6.0
98,False,0.0,901277,Acting,Khayyum,Khayyum,1.4,,15.0,,61f8d16aeee1860044e0801d,7.0
99,False,2.0,901277,Acting,Madhusudhan Rao,Madhusudhan Rao,2.285,/e6BpJSqq9KBnsY6p95nrrXRsI0V.jpg,16.0,Rajavaradhan,61f8d1a90c4c1601097cdec3,8.0
100,False,0.0,901277,Acting,Sanjay Reddy,Sanjay Reddy,0.6,,17.0,,61f8d1b559e8a900f13508c8,9.0
101,False,2.0,901277,Acting,Ravi Prakash,Ravi Prakash,2.451,/1F6m5xHOnjhS3RryLPdWYjpshZ0.jpg,18.0,Shankar,61f8d1c3dfaae900c6b7308e,10.0
102,False,0.0,901277,Acting,Shiva Karthik,Shiva Karthik,0.6,,32.0,,646055e7dbbb4200fc875558,11.0
103,False,0.0,901277,Writing,Chaganti Santaiah,Chaganti Santaiah,0.6,,33.0,,6460561ba672540164dddbdd,12.0
104,False,0.0,901277,Acting,TV5 Kumar,TV5 Kumar,0.6,,34.0,,6460562d8c44b901706edc15,13.0
105,False,0.0,901277,Acting,TV5 Roja,TV5 Roja,0.6,,35.0,,64605638e3fa2f0187b85436,14.0
106,False,0.0,901277,Acting,Miryala Srinu,Miryala Srinu,0.6,,36.0,,64605655ef8b3200fe7d1e2e,15.0
107,False,2.0,901277,Acting,Darbha Appaji Ambarisha,Darbha Appaji Ambarisha,3.34,/xloua8ADzktCAq4BVTC6XvLEfjE.jpg,37.0,,646056668c44b901706edc3f,16.0
108,False,2.0,148265,Acting,Sudeep,Sudeep,4.526,/8c5TYgGwbkcQkvC3ZlTU41OfYBN.jpg,2.0,Sudeep,52fe4bc59251416c7510d7c5,0.0
109,False,1.0,148265,Acting,Samantha Ruth Prabhu,Samantha Ruth Prabhu,7.128,/iGQ0AT1bNULlrJwSOGSRqLDSfGG.jpg,4.0,Bindhu,52fe4bc59251416c7510d7cd,1.0
110,False,2.0,148265,Acting,Nani,Nani,4.295,/4hk5PkN3YHrkIxme0bdrGhNslpn.jpg,3.0,Nani,52fe4bc59251416c7510d7c9,2.0
111,False,2.0,148265,Acting,Adithya Menon,Adithya Menon,2.244,/5cmnhtj6npxjKQ8SwqopNfnHBYD.jpg,20.0,Sudeep's Business Partner,5944cf669251413fdd00ac69,3.0
112,False,2.0,148265,Acting,Thagubothu Ramesh,Thagubothu Ramesh,2.452,/1D510DdV5c4CnWkzl13zIwAshZQ.jpg,7.0,Thief (Telugu version),52fe4bc59251416c7510d7db,4.0
113,False,2.0,148265,Acting,Santhanam,Santhanam,5.634,/6OoqLm0jzC1Ko6jMGdIJrVWM9nk.jpg,44.0,Thief (Tamil version),62d74d1ecaa508004c47c026,5.0
114,False,1.0,148265,Acting,Devadarshini,Devadarshini,5.214,/gSq4nM6z82LfI4yjL116P1RDkb0.jpg,6.0,Bindu's sister-in-law,52fe4bc59251416c7510d7d7,6.0
115,False,2.0,148265,Acting,Chatrapathi Sekhar,Chatrapathi Sekhar,2.383,/sLP6V1McdVPwp3smHzEzuXs8ubM.jpg,38.0,Tantra,625452c4ab684906131a2383,7.0
116,False,2.0,148265,Acting,Srinivasa Reddy,Srinivasa Reddy,3.861,/aUMNaDeskPGyDoEGwqvBxZPnzYR.jpg,10.0,Sudeep's Personal Assistant,57b3067cc3a368384b001c0b,8.0
117,False,2.0,148265,Acting,Noel Sean,Noel Sean,1.396,,21.0,Nani's Friend,5a084d309251414c19016bcb,9.0
118,False,2.0,148265,Acting,Sivannarayana Naripeddi,Sivannarayana Naripeddi,2.318,/nqG9wFjXEool9NLPRrUsnZbjm72.jpg,39.0,Priest,625453046ee3d7009e52ad8e,10.0
119,False,2.0,148265,Acting,Rajiv Kanakala,Rajiv Kanakala,4.188,/29Czs1esSU744TOe3ddDzCuCa0g.jpg,40.0,Thief's Manager,6254531d447f9c485e1d8b13,11.0
120,False,2.0,148265,Acting,Dhanraj Sukhram,Dhanraj Sukhram,1.148,/dPfCC00P3YT9VX6nfi9mlifEYaX.jpg,41.0,Thief's friend,625453f5ab68491238d09ace,12.0
121,False,1.0,148265,Acting,Hamsa Nandini,Hamsa Nandini,1.313,/oUIUJb8H5KVQk080zncuTFcznbT.jpg,9.0,Kala,57b3065fc3a36830db004f46,13.0
122,False,2.0,148265,Directing,S. S. Rajamouli,S. S. Rajamouli,7.548,/g7jXGAVT8T5vq81fO5JWDleDc75.jpg,37.0,Narrator,61c76bac33ad8f001fb34dd9,14.0
123,False,2.0,148265,Writing,Crazy Mohan,Crazy Mohan,1.96,/dzelSr75uXmDrEbiJTTZwQOmzca.jpg,45.0,Malayali veterinarian (Tamil version),62d74d628a0e9b00513fb17d,15.0
124,False,2.0,1034590,Acting,Sai Dharam Tej,Sai Dharam Tej,5.179,/lX3rI99DmyIXn8yaUW2i0wA1X4Q.jpg,1.0,Surya,63467e21d55c3d0091b60333,0.0
125,False,1.0,1034590,Acting,Samyuktha,Samyuktha,8.411,/y1uA8Rjf93NLU7RIoOTTHk1Vo7B.jpg,6.0,Nandini,63468169b3e627007a1e3d7d,1.0
126,False,2.0,1034590,Acting,Brahmaji,Brahmaji,8.13,/xDTE7POq1bkyjLINxdy7rW4wQlg.jpg,7.0,RMP Doctor Koti,6400b1efc7176d008189164e,2.0
127,False,2.0,1034590,Acting,Sai Chand,Sai Chand,5.862,/1siMncMiqyu6zu8Xw1feVuVhbSy.jpg,8.0,Poojari,6400b1f69653f6007c1dc554,3.0
128,False,2.0,1034590,Acting,Sunil Varma,Sunil Varma,2.406,/2ueRNLlbB8jaivO6yb7zfIlFhh7.jpg,9.0,Abbai Raju,6400b2287a4ee700a23f1263,4.0
129,False,2.0,1034590,Acting,Rajiv Kanakala,Rajiv Kanakala,4.188,/29Czs1esSU744TOe3ddDzCuCa0g.jpg,10.0,Harichandrasekar,6400b22e9f1be700869ffec5,5.0
130,False,2.0,1034590,Acting,Abhinav Gomatam,Abhinav Gomatam,2.188,/vRBY5Xw1aBaYmj61NfiYvS3Vbfb.jpg,36.0,Surya's friend,642a657da3e4ba301a38dd5b,6.0
131,False,2.0,1034590,Acting,Ajay,Ajay,2.974,/b0B2AxhqKGs1hRl8xfqW7UKH15P.jpg,37.0,Aghora,642a6613ac8e6b00f209f98b,7.0
132,False,1.0,1034590,Acting,Shyamala,Shyamala,3.381,/oMVU5ZiYQGhF64ItD2FLtZCWA5C.jpg,38.0,Parvati,6435e400945d3600dfc80b4f,8.0
133,False,2.0,1034590,Acting,Kamal Kamaraju,Kamal Kamaraju,2.766,/dzRe0pHRcBHTKJCGcMFjPJ0K8Fp.jpg,39.0,Venkata Chalapathy,64424635e2bca804df434542,9.0
134,False,1.0,1034590,Acting,Sai Kamakshi Bhaskarla,Sai Kamakshi Bhaskarla,0.6,/rS6eRKX0ZldriYdZjx6zf8faoHH.jpg,40.0,Venkata Chalapathy's wife,6442463fcee2f604c935efe6,10.0
135,False,2.0,1034590,Acting,Chatrapathi Sekhar,Chatrapathi Sekhar,2.383,/sLP6V1McdVPwp3smHzEzuXs8ubM.jpg,41.0,Shivayya,646b6508d185720140321e45,11.0
136,False,2.0,1096417,Acting,Jagadeesh Prathap Bandari,Jagadeesh Prathap Bandari,0.6,/cntovFhpWby0XJdMszCJCTrLk2g.jpg,1.0,Sathi,6406a3c77a4ee700a1804ea8,0.0
137,False,2.0,1096417,Acting,Vennela Kishore,Vennela Kishore,7.624,/8a0mcxMPjD4KR15gyE5QmbDeTub.jpg,2.0,Rider,6406a3cd7a4ee700f67b3d87,1.0
138,False,0.0,1096417,Acting,Mohana Sree Suraaga,Mohana Sree Suraaga,3.092,/azuKiFqo1RM5L43L8W35eH13Btr.jpg,3.0,Andamma,6406a43f7a4ee700ba5976df,2.0
139,False,2.0,1096417,Acting,Raj Tirandasu,Raj Tirandasu,1.951,/dnuD0t8xpELhXs4tKZDRdsFureg.jpg,4.0,Anji,6406a4469715ae007dc16b89,3.0
140,False,1.0,1096417,Acting,Aneesha Dama,Aneesha Dama,2.408,,5.0,Sarpanch,6406a45a7a4ee700ba5976ee,4.0
141,False,2.0,1096417,Acting,Bitthiri Satthi,Bitthiri Satthi,2.776,/ljwO324NcbdfFOKPcHRwYp8GIia.jpg,6.0,,6406a463f8595800ba20bc72,5.0
142,False,2.0,1096417,Acting,Muralidhar Goud,Muralidhar Goud,0.6,,15.0,Sarpanch,64707901c5ada500dee6d3ba,6.0
143,False,2.0,23790,Acting,Ram Charan,Ram Charan,15.84,/mNQA0qYtLeemo7mljd9RlG9jUMR.jpg,1003.0,Kala Bhairava / Harsha,52fe4476c3a368484e024827,0.0
144,False,1.0,23790,Acting,Kajal Agarwal,Kajal Agarwal,9.526,/wDzYjnDRNzyigCPBEwc9gf1hZ0Q.jpg,1004.0,Mitravinda / Indu,52fe4476c3a368484e02482b,1.0
145,False,2.0,23790,Acting,Dev Gill,Dev Gill,3.076,/8Ta11Sdp6jCCbBEroTbnzoRxkvw.jpg,1005.0,Ranadev Bhilla / Raghubeer,52fe4476c3a368484e02482f,2.0
